Våglängd (nm);Intensitet Källa #3;;Namnlös.sp;;;Källa #3;
341,394;4,517;;2023-10-12 13:55:35;;Integreringstid;195 ms;
341,768;4,639;;Analysera ljus;;Antal skanningar för medelvärde;1;
342,142;4,590;;;;Utjämning;0;
342,516;4,517
342,890;4,639
343,264;4,590
343,638;4,517
344,012;4,419
344,386;4,590
344,760;4,614
345,133;4,590
345,507;4,639
345,881;4,443
346,255;4,517
346,628;4,419
347,002;4,614
347,376;4,492
347,749;4,346
348,123;5,054
348,496;4,590
348,870;4,785
349,243;4,761
349,617;4,687
349,990;4,639
350,363;4,614
350,737;4,614
351,110;4,785
351,483;4,468
351,857;4,663
352,230;4,663
352,603;4,712
352,976;4,663
353,349;4,736
353,722;4,712
354,095;4,761
354,468;4,712
354,841;4,712
355,214;4,712
355,587;4,761
355,960;4,614
356,333;4,883
356,706;4,687
357,079;4,785
357,451;4,932
357,824;4,810
358,197;4,736
358,569;4,785
358,942;4,810
359,315;4,614
359,687;4,907
360,060;4,907
360,432;4,810
360,805;4,687
361,177;4,736
361,550;4,639
361,922;4,736
362,294;4,785
362,667;4,736
363,039;4,810
363,411;4,810
363,783;4,687
364,156;4,736
364,528;4,736
364,900;4,810
365,272;4,980
365,644;4,883
366,016;4,858
366,388;4,712
366,760;4,785
367,132;4,932
367,504;5,005
367,876;4,883
368,247;4,907
368,619;4,907
368,991;5,078
369,363;4,956
369,734;5,005
370,106;4,834
370,478;5,054
370,849;4,907
371,221;4,883
371,592;4,883
371,964;4,736
372,335;4,907
372,707;4,907
373,078;4,858
373,450;4,810
373,821;4,858
374,192;4,956
374,564;4,810
374,935;4,858
375,306;4,883
375,677;4,761
376,048;4,810
376,419;4,834
376,790;5,054
377,162;4,980
377,533;4,883
377,903;4,980
378,274;4,907
378,645;4,785
379,016;5,005
379,387;5,078
379,758;5,225
380,129;5,078
380,499;5,005
380,870;4,907
381,241;5,176
381,611;4,883
381,982;5,249
382,353;4,932
382,723;4,956
383,094;5,078
383,464;5,103
383,835;5,029
384,205;4,907
384,575;5,029
384,946;5,029
385,316;5,005
385,686;5,005
386,057;4,956
386,427;5,029
386,797;5,176
387,167;5,005
387,537;4,932
387,907;5,078
388,277;5,273
388,647;5,273
389,017;5,371
389,387;5,200
389,757;5,103
390,127;5,249
390,497;5,127
390,867;5,103
391,237;5,054
391,606;5,029
391,976;5,029
392,346;5,103
392,715;5,029
393,085;5,029
393,455;5,103
393,824;5,176
394,194;5,054
394,563;5,249
394,933;5,054
395,302;5,103
395,671;5,273
396,041;5,640
396,410;6,274
396,779;6,641
397,149;6,641
397,518;5,933
397,887;5,298
398,256;5,322
398,625;5,151
398,994;5,176
399,363;5,078
399,732;5,151
400,101;5,249
400,470;5,054
400,839;5,200
401,208;5,054
401,577;5,054
401,946;5,176
402,315;5,054
402,683;5,127
403,052;5,249
403,421;5,273
403,789;5,078
404,158;5,029
404,526;5,151
404,895;5,225
405,263;5,127
405,632;5,322
406,000;5,444
406,369;5,249
406,737;5,322
407,105;5,273
407,474;5,273
407,842;5,200
408,210;5,273
408,578;5,298
408,947;5,518
409,315;6,982
409,683;10,547
410,051;12,964
410,419;11,475
410,787;8,081
411,155;5,933
411,523;5,420
411,891;5,127
412,259;5,249
412,626;5,249
412,994;5,078
413,362;4,907
413,730;5,176
414,097;5,225
414,465;5,225
414,833;5,322
415,200;5,005
415,568;5,273
415,935;5,273
416,303;5,200
416,670;5,322
417,038;5,322
417,405;5,371
417,772;5,420
418,140;5,396
418,507;5,347
418,874;5,225
419,241;5,249
419,608;5,298
419,976;5,298
420,343;5,103
420,710;5,566
421,077;5,200
421,444;5,249
421,811;5,176
422,178;5,322
422,545;5,176
422,911;5,249
423,278;5,151
423,645;5,273
424,012;5,103
424,378;5,469
424,745;5,200
425,112;5,249
425,478;5,225
425,845;5,176
426,212;5,151
426,578;5,200
426,945;5,273
427,311;5,225
427,677;5,151
428,044;5,322
428,410;5,273
428,776;5,200
429,143;5,298
429,509;5,225
429,875;5,200
430,241;5,322
430,607;5,396
430,973;5,322
431,339;5,176
431,705;5,444
432,071;5,469
432,437;5,347
432,803;5,859
433,169;11,621
433,535;36,987
433,901;54,126
434,267;53,931
434,632;27,539
434,998;14,478
435,364;7,690
435,729;5,664
436,095;5,420
436,461;5,322
436,826;5,396
437,192;5,396
437,557;5,493
437,922;5,273
438,288;5,151
438,653;5,371
439,018;5,322
439,384;5,469
439,749;5,396
440,114;5,298
440,479;5,469
440,845;5,420
441,210;5,518
441,575;5,957
441,940;5,591
442,305;5,322
