Våglängd (nm);Intensitet Källa #1;;Namnlös.sp;;;Källa #1;
341,394;4,614;;2023-10-12 13:45:20;;Integreringstid;10 ms;
341,768;4,492;;Analysera ljus;;Antal skanningar för medelvärde;1;
342,142;4,492;;;;Utjämning;0;
342,516;4,639
342,890;4,419
343,264;4,443
343,638;4,370
344,012;4,565
344,386;4,419
344,760;4,517
345,133;4,517
345,507;4,541
345,881;4,565
346,255;4,492
346,628;4,468
347,002;4,468
347,376;4,712
347,749;4,541
348,123;4,590
348,496;4,468
348,870;4,492
349,243;4,517
349,617;4,541
349,990;4,614
350,363;4,492
350,737;4,541
351,110;4,492
351,483;4,590
351,857;4,443
352,230;4,468
352,603;4,492
352,976;4,468
353,349;4,565
353,722;4,517
354,095;4,468
354,468;4,517
354,841;4,541
355,214;4,614
355,587;4,565
355,960;4,639
356,333;4,468
356,706;4,541
357,079;4,541
357,451;4,590
357,824;4,517
358,197;4,517
358,569;4,517
358,942;4,565
359,315;4,468
359,687;4,590
360,060;4,614
360,432;4,590
360,805;4,614
361,177;4,590
361,550;4,565
361,922;4,419
362,294;4,443
362,667;4,517
363,039;4,541
363,411;4,614
363,783;4,639
364,156;4,541
364,528;4,565
364,900;4,687
365,272;4,614
365,644;4,468
366,016;4,565
366,388;4,565
366,760;4,541
367,132;4,443
367,504;4,541
367,876;4,639
368,247;4,687
368,619;4,614
368,991;4,565
369,363;4,346
369,734;4,517
370,106;4,517
370,478;4,565
370,849;4,468
371,221;4,639
371,592;4,639
371,964;4,639
372,335;4,565
372,707;4,468
373,078;4,541
373,450;4,565
373,821;4,565
374,192;4,614
374,564;4,614
374,935;4,541
375,306;4,614
375,677;4,614
376,048;4,492
376,419;4,517
376,790;4,565
377,162;4,590
377,533;4,663
377,903;4,565
378,274;4,517
378,645;4,443
379,016;4,590
379,387;4,541
379,758;4,639
380,129;4,565
380,499;4,614
380,870;4,614
381,241;4,590
381,611;4,785
381,982;4,517
382,353;4,614
382,723;4,614
383,094;4,541
383,464;4,492
383,835;4,614
384,205;4,443
384,575;4,492
384,946;4,639
385,316;4,541
385,686;4,541
386,057;4,614
386,427;4,639
386,797;4,614
387,167;4,590
387,537;4,565
387,907;4,687
388,277;4,639
388,647;4,639
389,017;4,541
389,387;4,590
389,757;4,565
390,127;4,590
390,497;4,639
390,867;4,590
391,237;4,663
391,606;4,590
391,976;4,639
392,346;4,565
392,715;4,590
393,085;4,639
393,455;4,639
393,824;4,687
394,194;4,492
394,563;4,517
394,933;4,614
395,302;4,712
395,671;4,468
396,041;4,663
396,410;4,639
396,779;4,736
397,149;4,785
397,518;4,687
397,887;4,687
398,256;4,541
398,625;4,663
398,994;4,614
399,363;4,517
399,732;4,614
400,101;4,565
400,470;4,590
400,839;4,614
401,208;4,590
401,577;4,614
401,946;4,614
402,315;4,614
402,683;4,517
403,052;4,590
403,421;4,663
403,789;4,663
404,158;4,639
404,526;4,639
404,895;4,687
405,263;4,663
405,632;4,565
406,000;4,541
406,369;4,663
406,737;4,639
407,105;4,614
407,474;4,639
407,842;4,663
408,210;4,663
408,578;4,736
408,947;4,565
409,315;4,639
409,683;4,858
410,051;4,907
410,419;4,858
410,787;4,687
411,155;4,639
411,523;4,687
411,891;4,614
412,259;4,614
412,626;4,663
412,994;4,687
413,362;4,565
413,730;4,663
414,097;4,663
414,465;4,614
414,833;4,517
415,200;4,687
415,568;4,541
415,935;4,639
416,303;4,639
416,670;4,492
417,038;4,639
417,405;4,712
417,772;4,541
418,140;4,712
418,507;4,614
418,874;4,663
419,241;4,639
419,608;4,541
419,976;4,443
420,343;4,687
420,710;4,517
421,077;4,565
421,444;4,639
421,811;4,492
422,178;4,687
422,545;4,614
422,911;4,639
423,278;4,492
423,645;4,614
424,012;4,590
424,378;4,639
424,745;4,663
425,112;4,541
425,478;4,712
425,845;4,541
426,212;4,541
426,578;4,663
426,945;4,590
427,311;4,712
427,677;4,590
428,044;4,663
428,410;4,565
428,776;4,712
429,143;4,687
429,509;4,639
429,875;4,614
430,241;4,614
430,607;4,614
430,973;4,590
431,339;4,565
431,705;4,687
432,071;4,761
432,437;4,663
432,803;4,736
433,169;5,005
433,535;5,811
433,901;6,470
434,267;6,543
434,632;5,518
434,998;4,907
435,364;4,687
435,729;4,541
436,095;4,639
436,461;4,541
436,826;4,614
437,192;4,639
437,557;4,419
437,922;4,541
438,288;4,639
438,653;4,663
439,018;4,785
439,384;4,639
439,749;4,663
440,114;4,541
440,479;4,687
440,845;4,517
441,210;4,590
441,575;4,687
441,940;4,590
442,305;4,663
442,670;4,687
443,035;4,663
443,400;4,590
443,764;4,614
444,129;4,687
444,494;4,590
444,859;4,517
445,223;4,761
445,588;4,565
445,953;4,687
446,317;4,565
446,682;4,663
447,046;4,639
447,411;4,614
447,775;4,565
448,140;4,370
448,504;4,492
448,869;4,687
449,233;4,565
449,597;4,639
449,961;4,639
450,326;4,687
450,690;4,614
451,054;4,639
451,418;4,590
451,782;4,541
452,146;4,541
452,510;4,712
452,874;4,687
453,238;4,614
453,602;4,639
453,966;4,639
454,330;4,590
454,693;4,565
455,057;4,565
455,421;4,736
455,785;4,614
456,148;4,639
456,512;4,614
456,875;4,590
457,239;4,639
457,602;4,614
457,966;4,541
458,329;4,541
458,693;4,614
459,056;4,517
459,419;4,687
459,783;4,565
460,146;4,541
460,509;4,517
460,872;4,590
461,235;4,712
461,598;4,590
461,961;4,687
462,325;4,663
462,687;4,517
463,050;4,687
463,413;4,590
463,776;4,517
464,139;4,663
464,502;4,614
464,865;4,565
465,227;4,590
465,590;4,517
465,953;4,590
466,315;4,687
466,678;4,565
467,041;4,639
467,403;4,565
467,765;4,565
468,128;4,639
468,490;4,614
468,853;4,590
469,215;4,517
469,577;4,858
469,940;4,736
470,302;4,687
470,664;4,663
471,026;4,663
471,388;4,736
471,750;4,663
472,112;4,663
472,474;4,712
472,836;4,614
473,198;4,590
473,560;4,492
473,922;4,590
474,284;4,517
474,646;4,590
475,007;4,517
475,369;4,712
475,731;4,687
476,092;4,590
476,454;4,639
476,816;4,712
477,177;4,639
477,539;4,565
477,900;4,663
478,261;4,687
478,623;4,663
478,984;4,687
479,345;4,590
479,707;4,687
480,068;4,883
480,429;4,663
480,790;4,663
481,151;4,663
481,512;4,736
481,874;4,639
482,235;4,663
482,595;4,590
482,956;4,614
483,317;4,541
483,678;4,590
484,039;4,687
484,400;4,761
484,761;4,907
485,121;5,347
485,482;12,598
485,843;26,929
486,203;35,156
486,564;29,517
486,924;14,502
487,285;7,422
487,645;5,396
488,006;4,810
488,366;4,663
488,726;4,663
489,087;4,614
489,447;4,614
489,807;4,590
490,167;4,541
490,527;4,687
490,888;4,687
491,248;4,687
491,608;4,590
491,968;4,639
492,328;4,590
492,688;4,663
493,047;4,590
493,407;4,663
493,767;4,712
494,127;4,199
494,487;4,639
494,846;4,590
495,206;4,565
495,566;4,639
495,925;4,565
496,285;4,541
496,644;4,541
497,004;4,639
497,363;4,639
497,723;4,639
498,082;4,541
498,441;4,736
498,800;4,663
